job,trial,task,variant,model,reward,exception,stop_reason,steps,llm_calls,prompt_tokens,cached_tokens,prefill_computed,completion_tokens,prefill_s,decode_s,tool_s,compactions,repeat_warnings,format_errors,tool_errors,agent_wall_s,suspended
exp-bash-only-t1,csv-report-totals__ywrEmDE,csv-report-totals,bash-only,local/qwen3-8b,0.0,False,submitted,14,14,25191,22512,2679,411,22.071982,22.906901540956305,2.626489999005571,0,5,0,5,47.711416,False
exp-bash-only-t1,daterange-inclusive__WtBtyQD,daterange-inclusive,bash-only,local/qwen3-8b,0.0,False,submitted,9,9,12048,10425,1623,280,9.975206,14.90864166606032,1.8083931260334793,0,2,0,2,26.855889,False
exp-bash-only-t1,inventory-oversell__3M6Xcg6,inventory-oversell,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,81539,76480,5059,997,45.507261,56.95375070804468,7.622103373054415,0,15,0,10,110.23501,False
exp-bash-only-t1,log-error-summary__wLowXHD,log-error-summary,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,100455,95182,5273,1054,49.198031,61.917523668038385,5.067737377044978,0,1,0,1,116.343717,False
exp-bash-only-t1,lru-cache-recency__qPGCqpr,lru-cache-recency,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,99622,93232,6390,726,43.280152,39.78641179299238,4.54768191697076,0,25,0,1,87.770764,False
exp-bash-only-t1,pagination-pages__Nkubrwc,pagination-pages,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,203148,194123,9025,984,82.86347599999999,62.03114616806714,6.292709458153695,0,15,0,5,151.353793,False
exp-bash-only-t1,retry-decorator__sqorHkG,retry-decorator,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,119915,112400,7515,1004,71.51900599999999,57.87433391793682,9.202350837091217,0,27,0,28,138.816602,False
exp-bash-only-t1,schema-validator-paths__krG6hbG,schema-validator-paths,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,97511,91538,5973,967,50.980248,55.19602704293341,5.881949377973797,0,20,0,7,112.215276,False
exp-bash-only-t1,slugify-rules__bxPUuQx,slugify-rules,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,89639,84305,5334,738,46.563632,41.59632895593437,4.740772832068615,0,27,0,2,93.04856,False
exp-bash-only-t1,wordfreq-cli-options__CB5SYBq,wordfreq-cli-options,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,220607,205308,15299,4599,156.429896,319.6504603350055,13.312448082026094,0,17,0,25,489.602302,False
exp-bash-only-t2,billing-decimal__JtHLU9c,billing-decimal,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,132179,123773,8406,937,89.39527199999999,64.87269679403992,14.927485419961158,0,27,0,27,169.50343,False
exp-bash-only-t2,config-deep-merge__8AvA8Zp,config-deep-merge,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,52973,49505,3468,785,28.843093,42.09313379301188,4.623809254961088,0,15,0,2,75.706417,False
exp-bash-only-t2,csv-report-totals__YvsbWBk,csv-report-totals,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,91642,86344,5298,851,43.308659,47.63168954404163,6.1741228769824374,0,15,0,12,97.276372,False
exp-bash-only-t2,daterange-inclusive__KCYc8eo,daterange-inclusive,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,75330,71333,3997,996,36.226693999999995,66.59510241607217,15.955808044032892,0,21,0,4,119.891862,False
exp-bash-only-t2,inventory-oversell__FGpFETV,inventory-oversell,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,101866,94571,7295,1668,62.233401,99.39289737400163,8.526947503036354,0,12,0,13,170.304129,False
exp-bash-only-t2,log-error-summary__yppNEtM,log-error-summary,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,270899,256774,14125,794,138.263866,50.515247080963725,6.147005288104992,0,25,0,2,195.08742,False
exp-bash-only-t2,lru-cache-recency__CYx7C2u,lru-cache-recency,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,100086,93768,6318,728,58.351035,42.16126629098985,7.306639749876922,0,25,0,1,108.591335,False
exp-bash-only-t2,pagination-pages__Nw7mhZx,pagination-pages,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,222447,211944,10503,726,117.676783,50.32161479207832,10.371523832000094,0,25,0,1,178.647038,False
exp-bash-only-t2,retry-decorator__2CGAYGq,retry-decorator,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,92277,86170,6107,1050,58.862464,61.09580625300241,6.873773913888726,0,16,0,16,126.980413,False
exp-bash-only-t2,schema-validator-paths__78pRREi,schema-validator-paths,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,85306,79296,6010,969,65.462681,66.73438137906939,9.3508750400797,0,17,0,5,141.7511,False
exp-bash-only-t2,slugify-rules__x5ig8Wa,slugify-rules,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,100825,94786,6039,820,55.554511,47.57435670995101,8.029160830046749,0,27,0,14,111.358466,False
exp-bash-only-t2,wordfreq-cli-options__xq3VRrZ,wordfreq-cli-options,bash-only,local/qwen3-8b,0.0,False,max_steps,30,30,109994,104521,5473,1004,48.761105,58.144647792139544,5.659634292125702,0,23,0,5,112.713583,False
