trial,task,variant,suspended,t_run_s,wall,type,kind,step,n_messages,request_chars,n_tool_calls,tool_names,output_chars,started_at,ttft_ms,e2e_ms,decode_ms,itl_ms_mean,itl_ms_p50,itl_ms_p95,n_output_chunks,prompt_tokens,cached_tokens,completion_tokens,server_prompt_ms,server_prompt_tokens_computed,server_decode_ms_per_token,finish_reason,retries,prefill_tokens_computed
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,102.084,1789617795.966018,llm_call,agent,14,28,13795,1,['edit_file'],0,1789617788.4372962,2720.3884170157835,7527.746250008931,4585.321374994237,127.37003819428436,113.82695799693465,184.1056249977555,37,3244,3109,50,1798.498,135,115.25702040816327,tool_calls,0,135
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,108.84,1789617802.72183,llm_call,agent,15,30,14524,1,['view_file'],0,1789617796.177647,2796.2326660053805,6543.1666250224225,3532.179875008296,141.28719500033185,118.02041699411348,233.31779200816527,26,3384,3240,41,1889.947,144,114.741725,tool_calls,0,144
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,116.671,1789617810.553337,llm_call,agent,16,32,15214,1,['edit_file'],0,1789617802.9167218,2976.0735830059275,7635.7071660168,4395.800458005397,122.10556827792769,111.89470801036805,121.38799999956973,37,3528,3380,50,1946.075,148,114.83673469387755,tool_calls,0,148
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,123.613,1789617817.495338,llm_call,agent,17,34,15943,1,['view_file'],0,1789617810.803265,3032.1799170051236,6691.338542004814,3440.8934579987545,137.63573831995018,115.82704199827276,236.52333300560713,26,3668,3524,41,1975.94,144,116.35374999999999,tool_calls,0,144
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,131.541,1789617825.4230132,llm_call,agent,18,36,16582,1,['edit_file'],0,1789617817.751233,2818.904832995031,7671.051915996941,4631.607250019442,128.65575694498452,113.90916700474918,184.80341701069847,37,3795,3664,50,1848.94,131,116.75028571428572,tool_calls,0,131
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,138.343,1789617832.225434,llm_call,agent,19,38,17311,1,['view_file'],0,1789617825.6331,2831.606207997538,6591.764915996464,3532.641416997649,141.30565667990595,113.1630839954596,253.95474999095313,26,3935,3791,41,1898.868,144,115.770025,tool_calls,0,144
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,148.757,1789617842.63929,llm_call,agent,20,40,18637,1,['edit_file'],0,1789617832.438537,5203.635082987603,10199.524707975797,4774.706791999051,132.63074422219586,117.83379199914634,184.2739999992773,37,4241,3931,50,4261.584,310,119.9729387755102,tool_calls,0,310
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,155.67,1789617849.5519612,llm_call,agent,21,42,19366,1,['view_file'],0,1789617842.9395,2964.9631670035888,6611.7332089925185,3418.3820830076,142.43258679198334,115.75604099198245,226.77229100372642,25,4381,4237,40,2012.264,144,116.27833333333332,tool_calls,0,144
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,164.122,1789617858.00409,llm_call,agent,22,44,20143,1,['edit_file'],0,1789617849.7829251,3375.9318749944214,8220.4844999942,4611.524332984118,128.0978981384477,114.27625000942498,136.22149999719113,37,4558,4377,50,2430.934,181,116.74214285714285,tool_calls,0,181
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,171.066,1789617864.94852,llm_call,agent,23,46,20872,1,['view_file'],0,1789617858.189279,3009.8955830035266,6758.632457989734,3509.0015000023413,140.36006000009365,114.8776670161169,272.8914579784032,26,4698,4554,41,2048.516,144,116.33497500000001,tool_calls,0,144
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,181.116,1789617874.9985511,llm_call,agent,24,48,21759,1,['edit_file'],0,1789617865.211895,3886.8689999799244,9785.766499990132,5670.826125016902,157.52294791713615,137.4147919996176,220.60820902697742,37,4889,4694,50,2925.93,195,138.50273469387756,tool_calls,0,195
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,188.195,1789617882.0769558,llm_call,agent,25,50,22489,1,['view_file'],0,1789617875.312735,3043.57887498918,6763.638792006532,3490.138000022853,139.6055200009141,115.61599999549799,238.65625000325963,26,5030,4885,41,2084.593,145,115.291725,tool_calls,0,145
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,196.862,1789617890.7436428,llm_call,agent,26,52,23325,1,['edit_file'],0,1789617882.2390778,3655.336958996486,8503.47349999356,4619.187915988732,128.31077544413145,116.93837499478832,144.09383301972412,37,5203,5026,50,2701.535,177,117.16779591836735,tool_calls,0,177
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,204.077,1789617897.959285,llm_call,agent,27,54,24055,1,['view_file'],0,1789617891.029456,3114.0097500174306,6929.332291998435,3582.366041984642,143.29464167938568,118.79649999900721,232.09579201648012,26,5344,5199,41,2091.087,145,118.866425,tool_calls,0,145
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,212.758,1789617906.640048,llm_call,agent,28,56,24748,1,['edit_file'],0,1789617898.137294,3236.590749991592,8501.163290988188,5014.241625001887,139.28448958338575,121.49841702193953,202.26858402020298,37,5483,5340,50,2160.454,143,127.59987755102041,tool_calls,0,143
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,220.166,1789617914.048353,llm_call,agent,29,58,25478,1,['view_file'],0,1789617906.935123,3137.2182499908376,7111.968584009446,3733.831874997122,149.3532749998849,118.34408299182542,365.19845901057124,26,5624,5479,41,2153.489,145,122.08279999999999,tool_calls,0,145
schema-validator-paths__dP8wMVo,schema-validator-paths,full,False,230.914,1789617924.7956648,llm_call,agent,30,60,26804,1,['edit_file'],0,1789617914.28804,5501.3185830030125,10506.624583009398,4769.808667013422,132.49468519481727,118.47416701493785,157.60129201225936,37,5930,5620,50,4466.036,310,121.76373469387755,tool_calls,0,310
slugify-rules__VNYj8nj,slugify-rules,full,False,4.369,1789618569.0205288,llm_call,agent,1,2,2715,1,['view_file'],0,1789618564.7569861,2782.5857500138227,4263.285624998389,1257.165666000219,139.68507400002434,102.56504197604954,425.480540987337,10,749,579,23,1932.72,170,103.03086363636363,tool_calls,0,170
slugify-rules__VNYj8nj,slugify-rules,full,False,9.893,1789618574.544924,llm_call,agent,2,4,3415,1,['bash'],0,1789618569.2189162,2750.55191598949,5325.707707990659,2370.9370840224437,131.71872689013577,109.45070802699775,166.6275419993326,19,907,745,31,2011.036,162,108.387,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,15.159,1789618579.810861,llm_call,agent,3,6,4507,1,['view_file'],0,1789618575.246742,2816.6108340083156,4563.743750011781,1524.7545409947634,138.61404918134212,104.55824999371544,439.0185829834081,12,1095,903,25,1966.87,192,106.102125,tool_calls,0,192
slugify-rules__VNYj8nj,slugify-rules,full,False,25.02,1789618589.671961,llm_call,agent,4,8,5095,1,['edit_file'],0,1789618580.033118,2301.9911669834983,9638.318874989636,7128.156749997288,113.14534523805219,104.94116597692482,167.21162502653897,64,1212,1091,77,1471.193,121,106.92411842105264,tool_calls,0,121
slugify-rules__VNYj8nj,slugify-rules,full,False,29.037,1789618593.688753,llm_call,agent,5,10,5631,1,['view_file'],0,1789618590.003716,2199.508292018436,3684.6313330170233,1271.7212079733144,141.3023564414794,106.00820800755173,423.54145797435194,10,1324,1208,23,1349.935,116,103.79627272727272,tool_calls,0,116
slugify-rules__VNYj8nj,slugify-rules,full,False,40.558,1789618605.20994,llm_call,agent,6,12,6528,1,['edit_file'],0,1789618593.872931,3527.440290985396,11336.195999989286,7591.982375015505,120.50765674627785,106.93833298864774,175.55237500346266,64,1528,1320,77,2606.824,208,114.27622368421054,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,45.624,1789618610.2755342,llm_call,agent,7,14,7261,1,['bash'],0,1789618605.553588,2947.153958986746,4721.465041977353,1512.0827500068117,151.20827500068117,124.83695801347494,426.42004101071507,11,1686,1524,23,2149.629,162,114.41195454545455,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,51.038,1789618615.690007,llm_call,agent,8,16,7861,1,['view_file'],0,1789618610.688798,3506.4781249966472,5000.860083004227,1282.682457996998,142.52027311077757,107.27508398122154,418.335708003724,10,1896,1682,23,2594.221,214,106.96927272727272,tool_calls,0,214
slugify-rules__VNYj8nj,slugify-rules,full,False,62.445,1789618627.097155,llm_call,agent,9,18,8758,1,['edit_file'],0,1789618615.849786,3722.195875016041,11246.76391700632,7306.581291981274,115.97748082509959,107.31512497295626,145.94012501765974,64,2100,1892,77,2844.377,208,109.97177631578947,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,67.393,1789618632.044682,llm_call,agent,10,20,9491,1,['bash'],0,1789618627.413905,2908.738333993824,4630.486042005941,1510.5632909981068,137.32393554528244,108.36187499808148,426.00316600874066,12,2258,2096,24,2114.359,162,106.9055652173913,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,77.792,1789618642.4438221,llm_call,agent,11,22,10127,1,['edit_file'],0,1789618632.2804952,2716.5992080117576,10162.58283299976,7221.961125003872,114.63430357149004,108.0882090027444,122.82604098436423,64,2390,2254,77,1781.561,136,109.64884210526316,tool_calls,0,136
slugify-rules__VNYj8nj,slugify-rules,full,False,82.719,1789618647.370647,llm_call,agent,12,24,10860,1,['view_file'],0,1789618642.786454,3052.859832998365,4583.902542013675,1313.6330000124872,145.9592222236097,109.51874998863786,447.56233401130885,10,2548,2386,23,2138.189,162,108.66677272727271,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,94.013,1789618658.6650822,llm_call,agent,13,26,11757,1,['edit_file'],0,1789618647.527539,3513.2864589977544,11136.900166980922,7418.839582998771,117.75935846029796,109.66524999821559,131.61183401825838,64,2752,2544,77,2626.373,208,111.30435526315789,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,99.071,1789618663.7226791,llm_call,agent,14,28,12490,1,['bash'],0,1789618658.978534,2958.7502500216942,4743.79783301265,1566.9634169898927,142.45121972635388,112.8821249876637,439.29462498635985,12,2910,2748,24,2160.703,162,109.46517391304349,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,110.151,1789618674.80296,llm_call,agent,15,30,13318,1,['edit_file'],0,1789618663.940041,3199.121000012383,10861.83224999695,7431.970791978529,117.96779034886553,110.1173750066664,139.9242919869721,64,3087,2906,77,2316.99,181,111.73336842105265,tool_calls,0,181
slugify-rules__VNYj8nj,slugify-rules,full,False,115.204,1789618679.8554869,llm_call,agent,16,32,14051,1,['view_file'],0,1789618675.1264079,3123.7612499971874,4728.191250003874,1387.284416006878,154.14271288965313,114.25924999639392,495.00512500526384,10,3245,3083,23,2167.034,162,113.79231818181819,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,126.789,1789618691.440474,llm_call,agent,17,34,14948,1,['edit_file'],0,1789618680.1897259,3630.3571249882225,11250.02945799497,7393.348167010117,117.3547328096844,110.54779100231826,117.11108300369233,64,3449,3241,77,2694.892,208,111.74452631578949,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,131.989,1789618696.641123,llm_call,agent,18,36,15681,1,['bash'],0,1789618691.8144572,3046.5541669982485,4825.862708996283,1560.5464580003172,141.86785981821066,111.48074999800883,460.69700000225566,12,3607,3445,24,2218.934,162,110.74334782608696,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,143.21,1789618707.861963,llm_call,agent,19,38,16509,1,['edit_file'],0,1789618696.803896,3282.3458749917336,11057.29945798521,7554.464749991894,119.91213888876023,112.034458987182,144.62775000720285,64,3784,3603,77,2361.393,181,113.69384210526316,tool_calls,0,181
slugify-rules__VNYj8nj,slugify-rules,full,False,148.996,1789618713.6478238,llm_call,agent,20,40,17242,1,['view_file'],0,1789618708.235934,3780.1417500013486,5408.305874996586,1401.273833005689,155.69709255618767,112.89175000274554,495.7591659913305,10,3942,3780,23,2763.88,162,117.02095454545453,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,161.306,1789618725.9573271,llm_call,agent,21,42,18139,1,['edit_file'],0,1789618713.97597,3834.3740419950336,11980.529374995967,7906.196916999761,125.49518915872636,115.26666700956412,156.32387500954792,64,4146,3938,77,2891.936,208,118.76293421052632,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,166.532,1789618731.1842518,llm_call,agent,22,44,18872,1,['view_file'],0,1789618726.300247,3270.453625009395,4883.485291007673,1365.5530829855707,151.72812033173008,115.83374999463558,449.7859579860233,10,4304,4142,23,2300.617,162,114.3605909090909,tool_calls,0,162
slugify-rules__VNYj8nj,slugify-rules,full,False,179.031,1789618743.682425,llm_call,agent,23,46,19769,1,['edit_file'],0,1789618731.3494,4089.0969159954693,12332.053125021048,7999.393625010271,126.97450198429001,115.23583298549056,180.0751249829773,64,4508,4300,77,3111.114,208,120.53251315789473,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,184.402,1789618749.053622,llm_call,agent,24,48,20503,1,['bash'],0,1789618744.0165708,3210.55966700078,5036.604041990358,1600.6493330060039,145.51357572781853,113.41950000496581,453.9361250062939,12,4667,4504,24,2378.985,163,112.57586956521739,tool_calls,0,163
slugify-rules__VNYj8nj,slugify-rules,full,False,195.91,1789618760.5617669,llm_call,agent,25,50,21331,1,['edit_file'],0,1789618749.24315,3420.938707975438,11317.380624997895,7666.292625013739,121.6871845240276,114.21070800861344,138.27416699496098,64,4844,4663,77,2471.187,181,115.59190789473685,tool_calls,0,181
slugify-rules__VNYj8nj,slugify-rules,full,False,201.324,1789618765.975819,llm_call,agent,26,52,22065,1,['view_file'],0,1789618760.86346,3479.3972919869702,5111.498999991454,1398.8077499961946,155.42308333291052,118.03491698810831,456.3739580044057,10,5003,4840,23,2381.129,163,120.92640909090909,tool_calls,0,163
slugify-rules__VNYj8nj,slugify-rules,full,False,214.08,1789618778.731455,llm_call,agent,27,54,22962,1,['edit_file'],0,1789618766.164135,3866.0126670147292,12566.011542017804,8448.249790992122,134.099203031621,121.66949998936616,176.88004198134877,64,5207,4999,77,2911.892,208,126.12384210526317,tool_calls,0,208
slugify-rules__VNYj8nj,slugify-rules,full,False,220.135,1789618784.786967,llm_call,agent,28,56,23696,1,['bash'],0,1789618779.165036,3327.186874987092,5620.38012497942,2050.867250014562,186.4424772740511,144.2398749932181,514.3213749979623,12,5366,5203,24,2432.566,163,134.90569565217393,tool_calls,0,163
slugify-rules__VNYj8nj,slugify-rules,full,False,234.895,1789618799.547313,llm_call,agent,29,58,24524,1,['edit_file'],0,1789618785.010842,4667.188749997877,14535.502874990925,9566.562915977556,151.85020501551676,139.81904200045392,199.78108300711028,64,5543,5362,77,3254.272,181,147.34519736842105,tool_calls,0,181
slugify-rules__VNYj8nj,slugify-rules,full,False,241.931,1789618806.582743,llm_call,agent,30,60,25258,1,['view_file'],0,1789618799.978393,4272.197582991794,6602.96279200702,2018.4522090130486,224.27246766811652,147.54591599921696,626.0553750034887,10,5702,5539,23,2998.961,163,160.03140909090908,tool_calls,0,163
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,7.298,1789619879.946933,llm_call,agent,1,2,2875,1,['view_file'],0,1789619873.037215,4841.484333010158,6909.281958010979,1742.2237079881597,217.77796349851997,160.65087501192465,625.1146669965237,9,792,578,22,3185.363,214,173.16571428571427,tool_calls,0,214
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,36.729,1789620397.5348558,llm_call,agent,2,4,3900,1,['edit_file'],0,1789619880.329463,6822.65849999385,29047.52862500027,21808.072624990018,218.08072624990018,167.4957089999225,477.6597910095006,101,1037,788,120,5792.716,249,4297.023731092437,tool_calls,0,249
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,47.568,1789620408.3738618,llm_call,agent,3,6,4625,1,['view_file'],0,1789620398.159452,5344.703750015469,10213.946792006027,4548.47583398805,206.74890154491138,172.19404099159874,392.32462499057874,23,1179,1033,38,4234.408,146,159.34405405405406,tool_calls,0,146
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,64.679,1789620425.484371,llm_call,agent,4,8,5541,1,['edit_file'],0,1789620408.64711,5332.901124987984,16836.799040989717,11151.37512498768,202.752274999776,174.47620898019522,300.94950000056997,56,1385,1175,72,4394.559,210,174.53285915492958,tool_calls,0,210
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,77.128,1789622481.6379561,llm_call,agent,5,10,6035,1,['edit_file'],0,1789620425.782071,4093.3625000179745,12149.705625022762,7732.827958010603,175.7460899547864,139.57029199809767,352.11925001931377,45,1479,1381,60,2360.646,98,34804.001762711865,tool_calls,0,98
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,88.34,1789624458.348764,llm_call,agent,6,12,6484,1,['edit_file'],0,1789622482.1478279,2714.3233329989016,10701.395082985982,7711.394166981336,175.2589583404849,138.8293330091983,293.207499984419,45,1561,1475,61,1079.425,86,32917.142016666665,tool_calls,0,86
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,110.352,1789626744.3095412,llm_call,agent,7,14,6946,1,['edit_file'],0,1789624458.8610508,2056.761792016914,21492.930083011743,18934.531249979045,157.78776041649203,132.28587500634603,323.5504170006607,121,1643,1557,141,945.325,86,16317.249099999999,tool_calls,0,86
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,124.833,1789626758.790443,llm_call,agent,8,16,7744,1,['view_file'],0,1789626744.851624,7892.288707982516,13937.590832996648,5686.272334016394,258.46692427347244,191.61916698794812,331.96962499641813,23,1817,1639,38,6422.083,178,199.99956756756757,tool_calls,0,178
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,136.558,1789626770.515986,llm_call,agent,9,18,8897,1,['view_file'],0,1789626759.074997,6476.839250011835,11440.352334000636,4606.122458993923,219.33916471399633,184.83237500186078,335.33108298433945,22,2069,1813,37,5505.504,256,163.30030555555555,tool_calls,0,256
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,150.992,1789627759.826526,llm_call,agent,10,20,9439,1,['edit_file'],0,1789626770.791157,3579.8481670208275,14157.545833004406,10264.969540992752,213.85353210401567,192.12837499799207,434.99450001399964,49,2180,2065,64,2696.362,115,15655.260666666667,tool_calls,0,115
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,158.872,1789628728.314003,llm_call,agent,11,22,9918,1,['view_file'],0,1789627760.463475,3470.152291993145,7241.630208998686,3548.3177920104936,168.9675139052616,141.56129202456214,256.1449999921024,22,2266,2176,37,1689.971,90,26834.173777777778,tool_calls,0,90
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,169.44,1789630622.1410391,llm_call,agent,12,24,10676,1,['edit_file'],0,1789628728.668473,4231.346583983395,10213.259042007849,5733.359875011956,154.95567229762045,145.88424999965355,231.87137499917299,38,2428,2262,52,3160.527,166,18792.40719607843,tool_calls,0,166
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,176.327,1789632559.217974,llm_call,agent,13,26,11107,1,['view_file'],0,1789630622.50208,2826.6698330116924,6524.474500009092,3370.660582993878,160.50764680923228,115.42370798997581,504.3662500102073,22,2502,2424,37,981487.873,78,26531.395444444446,tool_calls,0,78
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,192.337,1789633292.6254,llm_call,agent,14,28,11904,1,['edit_file'],0,1789632560.081676,4750.104166014353,15143.685249990085,9819.467208988499,265.3910056483378,234.64858302031644,470.0903329940047,38,2673,2498,52,721168.064,175,218.91415686274507,tool_calls,0,175
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,202.164,1789633302.451882,llm_call,agent,15,30,12532,1,['view_file'],0,1789633293.3942158,3817.893166997237,9056.965875002788,4801.026750006713,218.22848863666877,183.10058300266974,479.8564160009846,23,2793,2669,38,2672.828,124,169.57805405405406,tool_calls,0,124
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,212.955,1789633313.243273,llm_call,agent,16,32,13622,1,['bash'],0,1789633302.712588,6377.033542026766,10529.960958025185,3798.3357909834012,271.3096993559572,240.2147920220159,394.47812500293367,15,3032,2789,27,5487.121,243,191.6144230769231,tool_calls,0,243
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,250.621,1789633399.939882,llm_call,agent,17,34,15442,1,['edit_file'],0,1789633313.963797,9094.406207994325,36944.2160409817,27472.23387498525,200.52725456193613,165.10733400355093,387.03254199936055,138,3408,3028,162,7989.809,380,483.8983354037267,tool_calls,0,380
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,259.509,1789633408.8280342,llm_call,agent,18,36,16274,1,['bash'],0,1789633400.2741692,4948.049499973422,8552.650917001301,3268.561500008218,233.46867857201556,222.63354097958654,276.24412497971207,15,3591,3404,27,4038.464,187,170.9276153846154,tool_calls,0,187
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,281.312,1789633499.221611,llm_call,agent,19,38,18545,1,['edit_file'],0,1789633409.251786,11382.222458982142,21378.66716698045,9593.216583016329,174.42211969120598,164.7041249962058,316.6125410061795,56,4052,3587,72,10368.74,465,1120.075028169014,tool_calls,0,465
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,289.501,1789633507.410175,llm_call,agent,20,40,19236,1,['bash'],0,1789633499.6148312,4281.470499990974,7794.392708980013,3171.367959002964,226.526282785926,204.08070800476708,227.9075419937726,15,4192,4048,27,3376.368,144,167.27846153846153,tool_calls,0,144
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,313.878,1789633531.7875369,llm_call,agent,21,42,21498,1,['edit_file'],0,1789633507.831478,11923.310083016986,23955.20037499955,11680.869666975923,212.37944849047133,178.56833399855532,346.9921660143882,56,4655,4188,72,10297.858,467,191.50557746478873,tool_calls,0,467
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,321.44,1789633539.349531,llm_call,agent,22,44,22189,1,['bash'],0,1789633532.129777,4442.581874987809,7219.320540985791,2582.322791015031,184.45162792964507,163.2687090022955,212.9412909853272,15,4795,4651,27,3597.044,144,136.7596153846154,tool_calls,0,144
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,346.939,1789633833.617365,llm_call,agent,23,46,24451,1,['edit_file'],0,1789633539.7368221,13037.982707988704,25110.523957991973,11693.753250001464,212.61369545457208,182.40945800789632,337.73133397335187,56,5260,4791,72,279463.685,469,202.10370422535212,tool_calls,0,469
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,355.917,1789633842.5952032,llm_call,agent,24,48,25142,1,['bash'],0,1789633833.8926249,4748.285958979977,8701.094624993857,3610.318500024732,257.87989285890944,211.7233339813538,392.16245798161253,15,5400,5256,27,3729.696,144,187.64323076923077,tool_calls,0,144
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,379.738,1789633869.490649,llm_call,agent,25,50,27404,1,['edit_file'],0,1789633843.020809,12131.381665996742,23393.984041002113,10812.118458998157,196.58397198178466,187.92412499897182,362.1525830239989,56,5863,5396,72,11317.102,467,212.27618309859156,tool_calls,0,467
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,388.259,1789633878.011845,llm_call,agent,26,52,28095,1,['bash'],0,1789633869.809497,4689.758124994114,8201.612624980044,3118.620875000488,222.7586339286063,214.02504100115038,224.87000000546686,15,6003,5859,27,3809.59,144,166.22884615384615,tool_calls,0,144
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,414.25,1789633904.002847,llm_call,agent,27,54,30357,1,['edit_file'],0,1789633878.451863,13402.966166002443,25550.027500023134,11790.075375000015,214.36500681818208,190.14650001190603,352.5919589737896,56,6467,5999,72,11956.44,468,190.42107042253522,tool_calls,0,468
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,421.505,1789634841.664277,llm_call,agent,28,56,31048,1,['bash'],0,1789633904.3922,4389.480415993603,6864.315707993228,2224.9542500067037,158.9253035719074,123.45675000688061,233.71320802834816,15,6607,6463,27,933616.234,144,137.56400000000002,tool_calls,0,144
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,444.992,1789639215.236029,llm_call,agent,29,58,33310,1,['edit_file'],0,1789635898.782364,11079.683541000122,21974.52666598838,10659.490499994718,193.80891818172213,172.4675000004936,330.3975829912815,56,7072,6603,72,2060755.118,469,17684.064225352115,tool_calls,0,469
wordfreq-cli-options__uKzK2sC,wordfreq-cli-options,full,True,450.739,1789639220.982538,llm_call,agent,30,60,34001,1,['submit'],0,1789639215.636064,3967.245083011221,5345.632915996248,802.6714999869,802.6714999869,802.6714999869,802.6714999869,2,7212,7068,15,2813.641,144,173.87107142857144,tool_calls,0,144
billing-decimal__CxJLLFt,billing-decimal,full,False,5.675,1789659062.699109,llm_call,agent,1,2,2789,1,['view_file'],0,1789659057.155658,3861.753207980655,5542.914999998175,1412.763708998682,156.973745444298,116.70875002164394,449.39170900033787,10,795,578,23,2935.506,217,115.5054090909091,tool_calls,0,217
billing-decimal__CxJLLFt,billing-decimal,full,False,25.269,1789659082.293312,llm_call,agent,2,4,3603,1,['edit_file'],0,1789659062.916231,3788.168750004843,19376.028208003845,15361.482707987307,134.74984831567812,117.32566700084135,239.7937919886317,115,989,791,136,2776.371,198,122.52281481481482,tool_calls,0,198
billing-decimal__CxJLLFt,billing-decimal,full,False,30.588,1789659087.612323,llm_call,agent,3,6,4322,1,['view_file'],0,1789659082.703737,3157.251292024739,4908.121250016848,1491.0322499927133,165.67024999919036,130.46979199862108,422.8404579916969,10,1148,985,23,2209.914,163,120.32218181818183,tool_calls,0,163
billing-decimal__CxJLLFt,billing-decimal,full,False,42.488,1789659099.51153,llm_call,agent,4,8,5662,1,['edit_file'],0,1789659087.796084,5465.851958986605,11714.785833988572,6018.285416008439,122.822151347111,110.46687499037944,184.88749998505227,50,1488,1144,63,4488.644,344,115.85367741935484,tool_calls,0,344
billing-decimal__CxJLLFt,billing-decimal,full,False,46.88,1789659103.904375,llm_call,agent,5,10,6112,1,['view_file'],0,1789659099.871474,2345.7899170171004,4032.1846670121886,1473.2032909814734,163.68925455349705,117.23616599920206,497.45274998713285,10,1575,1484,23,1408.249,91,117.00254545454546,tool_calls,0,91
billing-decimal__CxJLLFt,billing-decimal,full,False,58.484,1789659115.508158,llm_call,agent,6,12,7471,1,['edit_file'],0,1789659104.177187,5502.423166995868,11330.206584010739,5596.466417016927,151.2558491085656,130.05741700180806,217.20862499205396,38,1917,1571,51,4483.901,346,135.96714,tool_calls,0,346
billing-decimal__CxJLLFt,billing-decimal,full,False,62.905,1789659119.929398,llm_call,agent,7,14,7961,1,['view_file'],0,1789659115.8562932,2189.041207981063,4072.6181249774527,1604.3439579952974,178.26043977725527,116.89454200677574,550.0818330037873,10,2003,1913,23,1138.49,90,130.953,tool_calls,0,90
billing-decimal__CxJLLFt,billing-decimal,full,False,73.68,1789659130.70398,llm_call,agent,8,16,9320,1,['edit_file'],0,1789659120.212969,5579.7013330156915,10490.313000016613,4685.04304200178,141.97100127278122,121.59083399455994,189.6863339934498,34,2345,1999,47,4580.208,346,126.87419565217391,tool_calls,0,346
billing-decimal__CxJLLFt,billing-decimal,full,False,78.853,1789659135.877215,llm_call,agent,9,18,9800,1,['view_file'],0,1789659131.1682408,2977.7424999920186,4708.239500003401,1502.9275420238264,166.9919491137585,113.63720800727606,595.8334169990849,10,2427,2341,23,1895.455,86,125.02968181818181,tool_calls,0,86
billing-decimal__CxJLLFt,billing-decimal,full,False,89.71,1789659146.73442,llm_call,agent,10,20,11159,1,['edit_file'],0,1789659136.405097,5595.101292012259,10328.796917019645,4475.220124993939,135.6127310604224,117.743042006623,162.25549997761846,34,2769,2423,47,4573.637,346,123.60323913043477,tool_calls,0,346
